,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,9.435794526143074,12.473700916396652,8.596075391646297,11.251922387753124,0.9494024571622282,0.9132169003223657,0.9555233030761207,0.9309621921520648,0.17476885931633904,0.1367290538254503,0.19286683642903735,0.14265526733348735,226.94110498365694,389.01266574511357,199.41563315929562,309.47253366096413,0.0002144265760498476,0.00016335601030904789,0.00024297709409416588,0.00017123344138776297,0.014643311649003704,0.012781080169885795,0.015587722543532967,0.0130856196409556,P:/cbir/DATA/wang/image.orig/0.jpg
1,5.203277986293301,6.986248912096498,5.252706290849931,6.9522142016065525,0.9764592933372832,0.9623873023433815,0.9772376596989927,0.9649071624947156,0.32968371501821514,0.25759439266474476,0.3404219385880227,0.24237943841753068,128.1128528883981,204.8512568473617,124.00948733661058,191.12781446780087,0.0005265767131456635,0.0004059980496468573,0.0006154065635479855,0.00038557099341133015,0.022947259382019098,0.02014939328235114,0.02480738929327279,0.019635961738894536,P:/cbir/DATA/wang/image.orig/1.jpg
2,7.721656739557312,10.338913633337409,7.745537173202337,10.261526647211337,0.9759655461287219,0.9579033034375309,0.9773275438414569,0.9615845769134652,0.22444555597611787,0.1723495620697406,0.20653197704599163,0.16647368078417815,175.42780066908227,306.3613986586528,165.2098958333304,279.5744637280324,0.0002795555286850367,0.0001997399530928316,0.00025195163360313533,0.00019600826799756672,0.016719914135097606,0.014132938586607939,0.015872984394975486,0.01400029528251339,P:/cbir/DATA/wang/image.orig/10.jpg
3,16.618533779378982,22.706322633486717,15.65975285947687,21.729749654425756,0.8779445749570723,0.7966409927715867,0.8837700086402751,0.8098219713342182,0.18464101003741687,0.1274001699110444,0.1678709956884893,0.13382384311736506,801.3403843018348,1338.5918292118295,765.3186785131271,1251.8413966105875,0.00021826343967953145,0.00014075312936834245,0.00019344773244273065,0.0001481227212415075,0.014773741559927582,0.011863942404122774,0.013908548897808522,0.01217056782740672,P:/cbir/DATA/wang/image.orig/100.jpg
4,7.957414215685899,10.134521066911649,9.086141481723786,10.945825014077943,0.9330099140553313,0.9026637319669517,0.9265103200924919,0.8899697481095226,0.42495338973323266,0.2909834529408212,0.3167854807650919,0.3123718224096579,317.2510620914856,460.1866379972093,347.4228541122926,520.195075001251,0.000952428778394412,0.0004823203378784756,0.0005360941993557275,0.0005174524528270225,0.030861444852670332,0.021961792683623884,0.023153708112432607,0.022747581252234764,P:/cbir/DATA/wang/image.orig/101.jpg
5,5.604805809400285,8.816413249371928,7.885151143791149,9.154958275737476,0.9496611059696957,0.8915216798016999,0.9137246367265524,0.8865825067216191,0.40856251872340416,0.31092756417660955,0.3336004048662643,0.3147073119781737,158.03392216059217,339.7570572876388,270.34279003268784,355.2109251010769,0.0012731632805592405,0.0007948617156279788,0.0008899412310370339,0.0008042833699886692,0.035681413656962084,0.028193292032467204,0.029831882794034873,0.028359890161787814,P:/cbir/DATA/wang/image.orig/102.jpg
6,4.496313316993216,6.956217682894683,6.2875836325074,7.231382788101253,0.9853354895962365,0.9678788573643757,0.9720832772123151,0.9643040524593747,0.4145333501464108,0.2843119239517887,0.30992548824216937,0.2954463406709975,93.86718749999777,205.4009215174081,178.3557339262618,228.25940715709217,0.0013112267433867872,0.0006740683234904127,0.0007636377485049182,0.0007303363623020979,0.03621086499086686,0.025962825799408135,0.02763399624565579,0.02702473611900952,P:/cbir/DATA/wang/image.orig/103.jpg
7,9.615280270888421,12.643987098754707,11.339522058823455,13.166426048224766,0.9106737433503963,0.8575932702264384,0.8888028378265366,0.8411671845152888,0.23893023697755766,0.184946640372558,0.20315708166311724,0.1814536193530194,330.9201105581159,527.7376439870616,412.05230800654107,588.6116315977582,0.00034913624758161845,0.00024723198736781174,0.0002768534245976129,0.00024204388149559825,0.018685187919355226,0.0157236124147033,0.016638912963220072,0.015557759526859845,P:/cbir/DATA/wang/image.orig/104.jpg
8,6.118627450980696,7.696124507243043,5.524059644256808,7.583801771360211,0.9702692898706193,0.9523288320513104,0.9716750729454494,0.9528950249253088,0.24834132679435444,0.21035322525406855,0.3060268229243195,0.20650560543472077,129.05063316994594,206.52184508265506,122.60438764688307,204.06886806939494,0.0005361833531240917,0.000440827861880898,0.0006524465617982627,0.00043060135996014716,0.023155633291363286,0.020995901073326145,0.02554303352772068,0.020750936363454715,P:/cbir/DATA/wang/image.orig/105.jpg
9,8.928351419714645,14.234690011771262,10.830126633986962,13.699482926326548,0.9074062221548226,0.8319617167036413,0.8976824339854536,0.8415139174750714,0.4582390223403269,0.2937845979238096,0.3148928907485044,0.3001077882824055,534.1273151926445,968.8247273841973,589.7271037582042,913.7547125375634,0.0013098622238941046,0.0006138494864661694,0.0006784862893277607,0.0006298511391871531,0.03619201878721474,0.02477598608463787,0.02604776937336018,0.02509683524245942,P:/cbir/DATA/wang/image.orig/106.jpg
